src_ip,dst_ip,src_port,dst_port,protocol,packet_count,byte_count,duration,flags,label,attack_cat,timestamp,flow_id
203.0.220.74,10.0.187.134,26879,80,ICMP,7232,453400,4.1542130403890996,SYN,1,DoS,2025-11-06 08:13:00.274875,flow_000148
192.168.251.93,8.8.92.14,61359,443,HTTP,105,32802,16.45664214492543,"PSH,ACK",0,Normal,2025-11-06 20:19:30.274880,flow_000151
192.168.236.180,8.8.8.4,59536,53,UDP,6,151,0.040300085939148335,,0,Normal,2025-11-06 03:10:15.274881,flow_000152
192.168.38.76,8.8.8.4,62279,53,UDP,6,129,0.8016822080060578,,0,Normal,2025-11-06 06:33:04.274882,flow_000153
192.168.136.30,8.8.237.241,52475,80,HTTPS,154,10747,29.71689684246598,,0,Normal,2025-11-06 09:51:52.274884,flow_000154
192.168.92.207,8.8.4.4,64534,53,UDP,10,119,0.13006755959079608,,0,Normal,2025-11-06 05:54:14.274885,flow_000155
192.168.83.27,10.0.1.194,53416,587,TCP,35,2481,32.74853310443838,"PSH,ACK",0,Normal,2025-11-06 21:27:19.274886,flow_000156
203.0.49.237,10.0.151.157,59769,3306,HTTP,103,37807,4.442782337371312,"FIN,ACK",1,Exploits,2025-11-06 06:15:45.274887,flow_000157
192.168.92.243,8.8.39.2,60958,443,HTTP,137,2441,28.249020857830253,"PSH,ACK",0,Normal,2025-11-06 05:24:26.274888,flow_000158
192.168.82.218,8.8.238.109,60589,443,TCP,308,16370,3.1581944715555017,"PSH,ACK",0,Normal,2025-11-07 02:19:08.274890,flow_000159
192.168.19.78,8.8.180.148,60253,443,HTTP,379,9751,7.660307478540276,"PSH,ACK",0,Normal,2025-11-06 09:17:52.274891,flow_000160
192.168.191.185,8.8.65.177,51441,80,HTTPS,313,39331,24.23267303789557,,0,Normal,2025-11-06 22:37:18.274892,flow_000161
203.0.233.58,10.0.19.78,60340,5432,HTTP,68,81600,4.907208938521997,"PSH,ACK",1,Exploits,2025-11-06 08:16:55.274894,flow_000162
192.168.253.137,10.0.5.200,63244,22,TCP,277,18930,6.839871075111797,ACK,0,Normal,2025-11-07 01:18:26.274895,flow_000163
192.168.229.79,8.8.77.170,50188,443,TCP,379,30120,27.97770486462144,ACK,0,Normal,2025-11-06 13:54:50.274896,flow_000164
192.168.142.43,8.8.188.127,60987,80,HTTPS,315,16931,1.7792207420156878,ACK,0,Normal,2025-11-06 15:43:50.274898,flow_000165
192.168.105.54,8.8.89.154,55682,80,HTTP,347,33360,9.556217601335021,,0,Normal,2025-11-06 10:55:39.274899,flow_000166
192.168.209.248,8.8.4.4,57519,53,UDP,8,501,0.38394970831037467,,0,Normal,2025-11-06 12:02:13.274900,flow_000167
192.168.159.243,10.0.186.159,58003,25,TCP,106,18999,53.645428003004135,"PSH,ACK",0,Normal,2025-11-06 23:45:18.274901,flow_000168
192.168.48.117,8.8.8.4,62795,53,UDP,2,305,0.03706253385853582,,0,Normal,2025-11-06 12:05:20.274904,flow_000170
203.0.172.31,10.0.141.56,56737,80,HTTPS,462,46471,8.078488763988858,"PSH,ACK",1,Exploits,2025-11-06 12:33:16.274905,flow_000171
192.168.175.121,8.8.152.195,50921,443,TCP,226,42520,17.280298902729538,ACK,0,Normal,2025-11-06 03:34:36.274906,flow_000172
192.168.219.174,8.8.4.8,62276,53,UDP,6,214,0.7499607875487474,,0,Normal,2025-11-06 03:12:34.274909,flow_000174
203.0.155.112,10.0.30.240,45054,428,TCP,6,91,0.08684601592361925,SYN,1,Reconnaissance,2025-11-06 14:54:59.274911,flow_000175
192.168.120.143,8.8.207.199,56146,80,HTTPS,193,27185,24.296792420514617,ACK,0,Normal,2025-11-06 06:54:34.274912,flow_000176
192.168.34.74,10.0.138.170,54473,993,TCP,31,13536,28.640360209769078,"FIN,ACK",0,Normal,2025-11-06 12:54:36.274915,flow_000178
192.168.30.152,8.8.156.146,53730,443,HTTP,41,37726,19.403108250152656,"PSH,ACK",0,Normal,2025-11-07 00:35:21.274916,flow_000179
192.168.242.136,8.8.164.34,63525,443,TCP,285,5667,17.190679954164043,,0,Normal,2025-11-06 08:03:49.274918,flow_000181
192.168.39.192,8.8.8.4,61361,53,UDP,8,277,0.5563356805653014,,0,Normal,2025-11-07 00:18:12.274920,flow_000182
203.0.46.30,10.0.198.224,42773,985,TCP,10,194,0.06978923933468273,SYN,1,Reconnaissance,2025-11-07 01:37:32.274921,flow_000183
192.168.181.216,8.8.247.91,52016,80,TCP,369,32850,29.060744188429354,,0,Normal,2025-11-06 16:13:43.274923,flow_000184
192.168.72.141,8.8.96.135,59812,80,HTTP,108,32338,22.735469991567463,ACK,0,Normal,2025-11-06 21:32:11.274924,flow_000185
192.168.182.159,10.0.86.118,54745,25,TCP,225,5245,58.95850224119215,ACK,0,Normal,2025-11-06 03:22:26.274926,flow_000186
192.168.77.143,10.0.142.130,52320,993,TCP,200,2987,54.108670729571244,ACK,0,Normal,2025-11-06 17:00:21.274927,flow_000187
192.168.16.60,10.0.23.251,59129,993,TCP,45,15723,57.00438863595637,ACK,0,Normal,2025-11-06 12:50:44.274930,flow_000189
192.168.138.240,10.0.34.178,60666,587,TCP,225,11369,39.6902120427375,"FIN,ACK",0,Normal,2025-11-07 00:40:58.274931,flow_000190
192.168.175.228,8.8.203.64,50049,443,HTTPS,475,41416,21.534697828107376,ACK,0,Normal,2025-11-06 13:17:24.274932,flow_000191
192.168.59.28,8.8.8.4,50707,53,UDP,8,453,0.07634261852397616,,0,Normal,2025-11-06 03:09:52.274934,flow_000192
192.168.252.134,8.8.42.96,55945,443,TCP,463,43314,25.227014100300664,ACK,0,Normal,2025-11-06 09:09:48.274935,flow_000193
203.0.149.62,10.0.56.151,32555,443,ICMP,9622,248367,4.657785094327809,"SYN,ACK",1,DoS,2025-11-07 00:18:07.274936,flow_000194
192.168.44.185,8.8.230.62,56660,443,TCP,34,810,2.3995814521724332,ACK,0,Normal,2025-11-06 10:55:04.274937,flow_000195
203.0.105.254,10.0.167.207,43769,80,TCP,3,82,0.023738178285899796,"SYN,RST",1,Reconnaissance,2025-11-06 15:01:33.274939,flow_000196
192.168.25.159,8.8.111.252,49408,80,TCP,178,15960,19.15136935859524,ACK,0,Normal,2025-11-06 23:21:23.274940,flow_000197
192.168.254.138,10.0.165.145,62436,22,TCP,100,18272,53.66333918263129,"PSH,ACK",0,Normal,2025-11-06 17:40:47.274941,flow_000198
192.168.61.6,8.8.192.193,59668,443,HTTPS,483,29990,19.050659619498997,,0,Normal,2025-11-06 06:41:35.274942,flow_000199
192.168.59.246,8.8.244.99,51188,443,HTTPS,191,38937,2.799373659585052,,0,Normal,2025-11-06 04:50:55.274946,flow_000201
192.168.134.235,8.8.8.4,62600,53,UDP,7,238,0.40618044135876186,,0,Normal,2025-11-06 08:14:53.274947,flow_000202
203.0.154.228,10.0.35.209,47197,990,TCP,8,152,0.09153009180129237,"SYN,RST",1,Reconnaissance,2025-11-06 05:37:06.274948,flow_000203
192.168.134.49,10.0.140.230,49574,587,TCP,289,16869,6.310071877538662,"PSH,ACK",0,Normal,2025-11-06 16:50:45.274949,flow_000204
192.168.154.21,8.8.28.18,60959,443,HTTP,286,28239,4.577511962710125,,0,Normal,2025-11-06 20:55:42.274951,flow_000205
192.168.200.39,8.8.101.132,52647,80,HTTP,452,31627,26.400976258487802,"PSH,ACK",0,Normal,2025-11-06 05:23:19.274952,flow_000206
192.168.38.66,10.0.165.128,50645,993,TCP,203,14436,58.122652599508434,ACK,0,Normal,2025-11-07 02:49:56.274953,flow_000207
192.168.229.249,10.0.79.97,64104,587,TCP,217,3972,51.291851177418906,ACK,0,Normal,2025-11-06 03:40:53.274954,flow_000208
192.168.111.236,10.0.220.35,62281,22,TCP,300,14517,33.119260121872685,"FIN,ACK",0,Normal,2025-11-07 00:01:11.274956,flow_000209
192.168.34.11,8.8.135.30,53358,80,TCP,387,41949,25.751602240876448,ACK,0,Normal,2025-11-06 21:00:23.274958,flow_000211
192.168.209.2,10.0.31.138,51277,587,TCP,260,7913,30.400049066576734,"FIN,ACK",0,Normal,2025-11-06 22:03:17.274960,flow_000212
203.0.222.122,10.0.45.36,21230,80,TCP,1659,562322,4.313023118590211,RST,1,DoS,2025-11-06 13:15:48.274961,flow_000213
192.168.102.8,8.8.4.8,61555,53,UDP,10,286,0.5638287017364674,,0,Normal,2025-11-06 08:24:37.274964,flow_000215
192.168.97.183,10.0.121.134,55464,25,TCP,104,2958,19.837625980654924,"FIN,ACK",0,Normal,2025-11-06 05:28:36.274968,flow_000219
192.168.123.87,8.8.8.8,61996,53,UDP,2,284,0.606713700710805,,0,Normal,2025-11-06 19:13:02.274970,flow_000220
192.168.39.49,10.0.4.194,54593,587,TCP,292,2669,9.749153302051864,"PSH,ACK",0,Normal,2025-11-06 23:06:42.274972,flow_000222
203.0.91.95,10.0.154.46,38255,443,TCP,6310,590158,4.0161741525036625,"SYN,ACK",1,DoS,2025-11-06 06:41:06.274974,flow_000223
192.168.65.62,8.8.4.4,54628,53,UDP,7,189,0.3456524367666764,,0,Normal,2025-11-06 03:15:01.274975,flow_000224
192.168.206.60,8.8.8.4,50477,53,UDP,9,184,0.4491862871131876,,0,Normal,2025-11-06 14:02:19.274976,flow_000225
192.168.143.151,8.8.72.69,62957,80,TCP,211,34642,26.589609409233464,,0,Normal,2025-11-07 00:44:43.274978,flow_000226
192.168.154.54,8.8.8.8,63410,53,UDP,5,274,0.4039587274136143,,0,Normal,2025-11-06 15:20:11.274979,flow_000227
192.168.151.106,8.8.164.2,50696,443,HTTPS,231,33705,8.510139620411685,,0,Normal,2025-11-06 09:29:18.274980,flow_000228
192.168.171.199,8.8.73.103,54852,443,HTTPS,268,16635,0.4094919131167395,ACK,0,Normal,2025-11-07 01:54:14.274982,flow_000229
192.168.230.56,8.8.179.151,51915,80,HTTP,147,20394,16.431778104324007,,0,Normal,2025-11-06 13:58:26.274983,flow_000230
192.168.76.163,10.0.182.176,60995,25,TCP,124,7861,50.26664422143898,ACK,0,Normal,2025-11-06 16:31:47.274984,flow_000231
192.168.230.104,8.8.4.4,57171,53,UDP,2,247,0.41301941486235755,,0,Normal,2025-11-07 02:07:24.274986,flow_000232
192.168.90.116,8.8.46.157,51392,443,HTTPS,59,21918,0.7837586030031355,ACK,0,Normal,2025-11-06 19:28:49.274988,flow_000233
203.0.40.156,10.0.98.27,44036,1433,HTTP,192,99123,8.450927881109578,"FIN,ACK",1,Exploits,2025-11-06 11:05:39.274989,flow_000234
203.0.177.143,10.0.122.60,25963,443,UDP,6008,275081,3.5075704714266656,SYN,1,DoS,2025-11-07 02:06:08.274991,flow_000235
192.168.157.182,8.8.4.4,50281,53,UDP,10,401,0.8332088197455955,,0,Normal,2025-11-06 19:19:15.274992,flow_000236
192.168.136.4,10.0.35.113,50605,587,TCP,271,16285,47.11033582979966,ACK,0,Normal,2025-11-06 05:43:51.274993,flow_000237
192.168.231.63,10.0.87.135,56857,22,TCP,186,15740,22.03057424544265,"FIN,ACK",0,Normal,2025-11-06 10:48:02.274995,flow_000238
192.168.251.18,10.0.215.47,62413,993,TCP,20,4201,27.98201591140937,"FIN,ACK",0,Normal,2025-11-06 07:21:32.274996,flow_000239
192.168.171.219,8.8.194.212,65409,443,TCP,176,44897,4.343348628641066,,0,Normal,2025-11-06 22:00:15.274998,flow_000240
192.168.180.21,8.8.32.253,56699,80,TCP,80,23180,16.860565218452702,,0,Normal,2025-11-06 19:50:37.274999,flow_000241
192.168.75.168,8.8.241.181,54819,443,TCP,208,14290,9.833140398984085,ACK,0,Normal,2025-11-06 04:31:28.275001,flow_000242
192.168.234.165,10.0.19.157,60555,25,TCP,89,15994,25.694531364197676,"PSH,ACK",0,Normal,2025-11-06 11:34:00.275002,flow_000243
192.168.157.55,8.8.32.132,56517,80,HTTPS,110,7935,12.716434088191354,,0,Normal,2025-11-06 03:10:16.275003,flow_000244
192.168.94.155,10.0.129.4,59538,22,TCP,54,8337,12.264683671272897,"PSH,ACK",0,Normal,2025-11-06 16:23:11.275006,flow_000246
